State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Unemployment
Colorado,Park,16189,8525,7664,5.7,90.4,0,1.1,1,0.8,31734,5.6
Colorado,Phillips,4371,2259,2112,18.1,78.5,0.1,0.3,0.8,0,24967,5.3
Colorado,Pitkin,17420,9235,8185,9.7,86.3,1.2,0.2,1.4,0,55519,7.7
Colorado,Prowers,12235,6137,6098,35.9,61.6,0.4,0.3,0.4,0,20087,9.7
Colorado,Pueblo,161519,79535,81984,42.3,53,1.7,0.5,0.7,0,22191,10.8
Colorado,Rio Blanco,6712,3490,3222,10.6,84.6,0.5,3.7,0,0.2,27274,4.2
Colorado,Rio Grande,11745,5810,5935,44.2,53.1,0.5,1.1,0.4,0.1,22269,8.1
Colorado,Routt,23606,12328,11278,6.8,90.2,0.4,0.2,1,0,36472,4
Colorado,Saguache,6238,3116,3122,38.9,56.9,0.4,0.6,1.1,0,21711,9.7
Colorado,San Juan,606,327,279,19.3,76.7,0,1.5,0,0,23143,13.8
Colorado,San Miguel,7676,4049,3627,9.5,87.4,0.2,0.2,1.2,0,40149,5.8
Colorado,Sedgwick,2365,1139,1226,13.6,80.1,1.2,0.4,1.2,0,22857,6.4
Colorado,Summit,28940,15912,13028,14.7,81,1.2,0.2,0.9,0.4,35753,4.7
Colorado,Teller,23340,11826,11514,6.1,89.6,1.1,0.3,0.9,0,32707,8.2
Colorado,Washington,4795,2482,2313,9.3,88.3,0.6,0.6,0.5,0,24817,5.1
Colorado,Weld,270948,136230,134718,28.7,66.9,1,0.5,1.3,0.1,26751,6.6
Colorado,Yuma,10185,4825,5360,21.6,76.8,0.4,0,0.1,0,23246,2.5
Connecticut,Fairfield,939983,457634,482349,18.3,64.1,10.4,0.1,5,0,50137,9
Connecticut,Hartford,896943,434784,462159,16.6,63.9,12.6,0.1,4.7,0,35611,9.3
Connecticut,Litchfield,186304,91740,94564,5.2,90.2,1.4,0.1,1.8,0,38530,7.1
Connecticut,Middlesex,165165,80854,84311,5.6,84.9,4.7,0.1,2.8,0,41277,6
Connecticut,New Haven,862224,415679,446545,16.4,65.4,12.2,0.1,3.9,0,32852,9.5
Connecticut,New London,273185,136570,136615,9.6,76.8,5.2,0.4,4.1,0,34208,8.3
Connecticut,Tolland,151948,76134,75814,4.9,86.3,2.8,0,3.9,0,35446,6.8
Connecticut,Windham,117470,58212,59258,10.5,84.1,1.9,0,1.2,0,28140,9.3
Delaware,Kent,169509,81716,87793,6.5,63.7,23.4,0.6,2.1,0,25404,8.4
Delaware,New Castle,549643,265915,283728,9.2,59.8,23.6,0.2,5,0,32894,7.4
Delaware,Sussex,207302,100782,106520,9.2,74.8,12.4,0.3,1.1,0,28558,8
District of Columbia,District of Columbia,647484,306674,340810,10.2,35.6,48,0.2,3.6,0,47675,9.6
Florida,Alachua,254218,122968,131250,8.9,62.7,19.6,0.3,5.6,0.2,25498,7.9
Florida,Baker,27135,14277,12858,2.4,82,14.5,0.1,0.6,0,20471,8.9
Florida,Bay,175353,86800,88553,5.5,77.9,10.5,0.5,2,0.1,25246,8.6
Florida,Bradford,27223,15150,12073,3.8,74.4,19.9,0.1,0.4,0,19739,12.4
Florida,Brevard,553591,270544,283047,9.1,76.1,9.9,0.3,2.2,0.1,27571,10.9
Florida,Broward,1843152,894820,948332,27,40.4,26.9,0.2,3.4,0,28381,10
Florida,Calhoun,14615,7991,6624,5.6,77,13.3,1.2,0.6,0,16536,10
Florida,Charlotte,165783,80718,85065,6.5,84.8,5.5,0.1,1.3,0,26984,10.8
Florida,Citrus,139654,67381,72273,5.1,88.9,2.8,0.3,1.6,0,23979,13.1
Florida,Clay,197417,96931,100486,8.8,75.1,9.6,0.2,3,0.1,26464,10.7
Florida,Collier,341091,167836,173255,26.5,64.5,6.6,0.2,1.2,0,38297,7.8
Florida,Columbia,67806,35080,32726,5.4,73.4,17.7,0.3,0.8,0,20563,14.8
Florida,DeSoto,34957,19756,15201,30.5,55.2,12.9,0.1,0.3,0.1,16441,9.4
Florida,Dixie,16091,8746,7345,3.7,85.4,8.6,0.2,0.6,0,17850,7.2
Florida,Duval,890673,431732,458941,8.4,55.2,29,0.2,4.3,0.1,26543,10
Florida,Escambia,306327,152196,154131,5.3,65.6,21.4,0.4,2.8,0.1,24161,9.4
Florida,Flagler,100783,48229,52554,9.6,75.1,10.7,0.1,2.3,0,24360,9.3
Florida,Franklin,11628,6800,4828,5,78.6,13.7,0.3,0.8,0.6,20868,9.4
Florida,Gadsden,46424,21995,24429,10,33.6,54.5,0.1,0.5,0,17834,11.2
Florida,Gilchrist,16992,8946,8046,5.1,87.4,5.8,0.1,0.5,0,21436,10.4
Florida,Glades,13272,7319,5953,21.2,60.9,12.5,4,0.4,0,17879,12.9
Florida,Gulf,15785,9235,6550,4.8,73.8,17.8,0.6,1.7,0.1,19631,10.2
Florida,Hamilton,14395,8671,5724,9.2,54.9,33.2,0.3,0.3,0,14742,15.8
Florida,Hardee,27468,14920,12548,43,47.4,7.7,0.3,0.2,0,16298,11
Florida,Hendry,38363,20318,18045,50.5,34.1,11.7,1.4,1,0.1,16980,11.9
Florida,Hernando,174809,83978,90831,11.3,80.5,5.1,0.1,1.1,0,21586,13.7
Florida,Highlands,98328,47994,50334,18.3,69.2,9.4,0.2,1.5,0.1,21117,13.3
Florida,Hillsborough,1302884,635632,667252,26.1,51.8,15.6,0.2,3.7,0.1,27764,9
Florida,Holmes,19635,10501,9134,2.7,87.3,6.9,0.3,0.3,0.1,16468,15.4
Florida,Indian River,142866,68768,74098,11.8,76.5,8.9,0.2,1.2,0,31882,12.2
Florida,Jackson,48900,27124,21776,4.7,65.6,26.6,0.5,0.6,0.1,17196,13.2
Florida,Jefferson,14198,7522,6676,4.1,57.9,35.8,0.3,0,0,21080,9.4
Florida,Lafayette,8801,5265,3536,12,69.4,17.7,0,0.1,0,19404,14.6
Florida,Lake,310561,150126,160435,13.5,72.3,9.5,0.3,1.8,0.1,24236,9.7
Florida,Lee,663675,325158,338517,19.3,69.5,8.2,0.2,1.5,0,28010,10.1
Florida,Leon,282940,134474,148466,6.1,57.7,30.7,0.3,3.2,0,26522,10.6
Florida,Levy,39821,19649,20172,8,80.1,9.1,0.4,0.5,0,20299,11.1
Florida,Liberty,8295,5140,3155,7.2,73.5,16.3,0.4,0.8,0,16972,10.2
Florida,Madison,18729,9869,8860,4.9,54.5,38.5,0.4,0.2,0,16274,11.8
Florida,Manatee,343729,166067,177662,15.5,72.2,9,0.1,1.8,0,27958,8.6
Florida,Marion,336811,161696,175115,11.7,72.4,12.4,0.3,1.5,0,21675,12
Florida,Martin,151586,74988,76598,12.9,79.4,5.4,0.1,1.1,0,34742,9.7
Florida,Miami-Dade,2639042,1280221,1358821,65.6,15.1,16.8,0.1,1.5,0,23850,10
Florida,Monroe,75901,40159,35742,22,69,6.1,0.4,1,0,36208,6
Florida,Nassau,75880,37485,38395,3.7,87.2,6.4,0.3,0.9,0,28670,9.8
Florida,Okaloosa,192237,97092,95145,8.1,75.2,8.8,0.6,2.8,0.2,28902,6.9
Florida,Okeechobee,39255,21176,18079,25,63.9,8.6,0.7,1,0,16931,11.8
Florida,Orange,1229039,603946,625093,28.7,43.5,19.9,0.1,5.1,0,25411,9.1
Florida,Osceola,300870,148030,152840,49,36.6,9.7,0.1,2.5,0.1,19165,9.8
Florida,Palm Beach,1378806,666577,712229,20.4,57.6,17.5,0.1,2.5,0,33650,9.5
Florida,Pasco,479288,232719,246569,13.1,77.7,4.7,0.3,2.3,0.1,24455,9.4
Florida,Pinellas,931477,446740,484737,8.7,75.5,10.1,0.3,3.2,0.1,30170,8.4
Florida,Polk,626676,307017,319659,19.2,62.5,14.6,0.2,1.6,0,21196,10.6
Florida,Putnam,72696,35825,36871,9.4,71.9,16.2,0.2,0.6,0.1,18082,12.6
Florida,St. Johns,210495,102338,108157,5.9,84.2,5.2,0.2,2.3,0.1,37581,6.7
Florida,St. Lucie,288006,140448,147558,17.3,59.8,19.1,0.2,1.8,0,23657,12.4
Florida,Santa Rosa,161021,82189,78832,5,83.1,5.6,0.5,1.9,0.1,27892,7.9
Florida,Sarasota,392038,187242,204796,8.5,83.8,4.5,0.2,1.4,0,34479,8.2
Florida,Seminole,437346,211546,225800,18.8,64,10.8,0.1,4.1,0.1,29162,9.4
Florida,Sumter,108501,55190,53311,5.7,84.1,8.1,0.3,0.7,0,30145,9
Florida,Suwannee,43595,21647,21948,8.9,75.4,13.2,0.3,0.3,0,18573,11.1
Florida,Taylor,22685,12781,9904,3.7,72.3,21.3,1,0.3,0.1,15811,9
Florida,Union,15191,9830,5361,5.3,70.2,21.4,0.4,0.6,0,12291,11.7
Florida,Volusia,503719,245481,258238,12.1,73.9,10.3,0.3,1.7,0,24026,9.1
Florida,Wakulla,31128,17366,13762,3.7,78.8,15.3,0.2,0.4,0,20823,9.3
Florida,Walton,59487,30176,29311,5.9,84.3,5.1,0.9,1.2,0.2,27393,7.9
Florida,Washington,24629,13478,11151,3.4,77.4,15.1,0.7,0.1,0.1,18164,11.5
Georgia,Appling,18417,9040,9377,9.4,69.6,18.9,0.1,0.8,0.1,19178,7.9
Georgia,Atkinson,8294,4090,4204,24.2,56.7,17.2,0.3,0,0,17022,7.3
Georgia,Bacon,11222,5638,5584,7.8,74.5,15,0,1.2,0.3,18349,4.4
Georgia,Baker,3292,1579,1713,1.9,49.5,47.5,0.2,0.6,0,20959,7.1
Georgia,Baldwin,45795,22776,23019,2.1,53.6,41.5,0.3,1.5,0.1,18611,8.4
Georgia,Banks,18336,9327,9009,6.3,88.4,2.6,0.3,1.3,0,19211,8.5
Georgia,Barrow,72012,36057,35955,9.5,73.8,11.3,0.1,3.5,0,21411,10.1
Georgia,Bartow,101336,50052,51284,7.9,78.9,10.8,0.4,0.8,0,22592,8.8
Georgia,Ben Hill,17477,8349,9128,6.2,56.5,35.7,0,0,0,15316,9.7
Georgia,Berrien,19019,9471,9548,4.9,82.1,10.9,0.1,0.7,0,16523,13.8
Georgia,Bibb,154816,73011,81805,3.1,40.7,52.9,0.1,1.7,0,21591,12.4
Georgia,Bleckley,12746,6099,6647,2.7,69.5,26.2,0.1,0.6,0,19503,4.8
Georgia,Brantley,18452,9134,9318,2.1,92.6,3.1,0,1.1,0.1,17276,10.9
Georgia,Brooks,15637,7686,7951,5.5,57.8,34.7,0.1,0.5,0.1,19744,17
Georgia,Bryan,33151,16205,16946,6.1,74.7,14.8,0.5,2,0,26934,9
Georgia,Bulloch,72386,35859,36527,3.6,64,28.3,0.3,1.8,0,18719,9.1
Georgia,Burke,23007,11071,11936,3,46.9,49.6,0,0.2,0,17546,8.2
Georgia,Butts,23445,12451,10994,3,67.1,28,0.1,0.5,0,19433,10.3
Georgia,Calhoun,6489,3892,2597,4.6,32.9,60.9,0.2,0.6,0,14242,7.7
Georgia,Camden,51445,26515,24930,5.9,70.5,18.7,0.4,1.3,0.2,23856,8.5
Georgia,Candler,11031,5342,5689,11.2,62.5,24.4,0.4,0.9,0,16897,8.1
Georgia,Carroll,112595,54865,57730,6.4,72,18.2,0.2,0.8,0,21320,12.1
Georgia,Catoosa,65375,31905,33470,2.7,91.6,2.7,0.2,1.4,0,22642,8.1
Georgia,Charlton,13130,7024,6106,11.3,62.2,25,0.7,0.2,0,18036,13.8
Georgia,Chatham,279290,134833,144457,5.9,49.8,39.2,0.2,2.6,0.1,25690,9.7
Georgia,Chattahoochee,11914,7940,3974,14.9,60.2,14.8,1.3,2.9,0.3,19487,16.5
Georgia,Chattooga,25241,13007,12234,4.6,82.6,10.7,0.1,0.5,0,16333,10
Georgia,Cherokee,225944,111170,114774,9.9,80.2,6.1,0.2,1.7,0,30595,6.3
Georgia,Clarke,120905,57448,63457,10.6,56.4,26.5,0.2,4.4,0,19276,9.2
Georgia,Clay,3104,1510,1594,4.9,31.6,61.1,0,0,0,12790,19.2
Georgia,Clayton,267234,127166,140068,13.1,13.7,65.8,0.2,5.2,0,18107,14.1
Georgia,Clinch,6791,3359,3432,4.2,66.2,26.4,0.8,0.4,0,17127,10.7
Georgia,Cobb,719133,348219,370914,12.6,54.4,25.7,0.2,4.9,0,33778,8
Georgia,Coffee,43003,21980,21023,10.9,59.3,28.2,0.1,0.6,0,17540,8.3
Georgia,Colquitt,46024,22869,23155,18.1,57.3,23,0.3,0.2,0,17353,8.3
Georgia,Columbia,136204,66418,69786,6,71.1,16.2,0.2,4,0,30603,7.1
Georgia,Cook,17033,8200,8833,5.9,64.9,27.7,0.3,0.3,0,18790,6.6
Georgia,Coweta,133416,65194,68222,6.7,71.9,17.6,0.1,1.7,0,28106,7
Georgia,Crawford,12539,6406,6133,0.5,73.5,22.9,0.3,0.9,0,20904,11
Georgia,Crisp,23314,11035,12279,3.3,51,43.2,0.1,1.2,0.1,19439,15.5
Georgia,Dade,16445,7997,8448,2.1,94,1.2,0.1,1,0.4,21547,6.1
Georgia,Dawson,22673,11244,11429,3.9,93,0.6,0.2,0.5,0,28832,8.5
Georgia,Decatur,27378,13359,14019,5.5,51.5,41.5,0.3,0.3,0,18310,6.5
Georgia,DeKalb,716331,341362,374969,9.1,29.7,53,0.2,5.7,0,29486,11.3
Georgia,Dodge,21180,11215,9965,3.5,65.1,28.5,0,0.6,0,17887,9.8
Georgia,Dooly,14293,7717,6576,7.2,42.9,49.2,0,0.2,0,14295,11.7
Georgia,Dougherty,93310,43432,49878,2.5,27.5,67.5,0.1,0.7,0,18999,18
Georgia,Douglas,136520,65637,70883,8.8,45.9,41.2,0.1,1.7,0,23158,10.5
Georgia,Early,10579,4899,5680,2,47,50.3,0,0.2,0,18116,9.4
Georgia,Echols,4048,1893,2155,25.6,68.8,2,0.8,0,0,16954,10.1
Georgia,Effingham,54630,27196,27434,3.5,79.9,13.5,0,1,0.1,25123,6
Georgia,Elbert,19537,9262,10275,5.3,63.8,30.3,0.1,0.2,0,19841,10.8
Georgia,Emanuel,22731,11130,11601,4.5,60,33.9,0.2,0,0,17096,13.2
Georgia,Evans,10814,5024,5790,11.9,56.6,30.2,0,0.8,0,19625,10.3
Georgia,Fannin,23742,11531,12211,2,95.4,0.3,0.2,0.5,0,20534,12
Georgia,Fayette,108655,52720,55935,7,65.6,20.6,0.3,4,0.1,36362,7.6
Georgia,Floyd,96169,46567,49602,10.1,72.2,14.7,0.1,1.2,0,21218,10.9
Georgia,Forsyth,196236,97505,98731,9.6,77.3,2.8,0.2,8.3,0,35696,6.2
Georgia,Franklin,22110,10827,11283,4.2,84.3,9.6,0,0.7,0,17743,8.4
Georgia,Fulton,983903,478161,505742,7.6,40.4,43.5,0.2,6.3,0,37926,9.9
Georgia,Gilmer,28673,14560,14113,10.7,86.3,0.7,0.2,0.4,0,21766,10
Georgia,Glascock,3087,1495,1592,1.6,87.5,6.9,0,0,0,18921,7.1
Georgia,Glynn,81743,38647,43096,6.6,64.1,25.6,0.3,1.2,0.1,26541,9.3
Georgia,Gordon,55889,27738,28151,14.8,78.5,4.2,0.3,1.1,0,19707,8.3
Georgia,Grady,25243,12504,12739,10.5,59.1,28.2,0.1,0.3,0.1,16953,10.5
Georgia,Greene,16331,7972,8359,6.2,55.9,36.3,0,0.7,0,28209,6.8
Georgia,Gwinnett,859234,421395,437839,20.3,41.2,24.7,0.2,11,0,25831,8.3
Georgia,Habersham,43527,20573,22954,13.5,78,3.8,0.2,2.2,0.2,19026,7.7
Georgia,Hall,187916,93746,94170,27.1,62.3,7.3,0.2,1.7,0,24292,7.5
Georgia,Hancock,8881,4878,4003,1.9,24,73.2,0,0.4,0,12358,14.6
Georgia,Haralson,28565,13951,14614,1.3,91,4.9,0.1,0.8,0,20740,12.3
Georgia,Harris,32776,16304,16472,3.2,77,16.2,0.1,0.8,0,30386,8
Georgia,Hart,25498,12615,12883,3.6,75.6,19.8,0,0.4,0,20733,6.2
Georgia,Heard,11617,5753,5864,2.3,84.9,9.8,0,0,0,19222,12.1
Georgia,Henry,211512,101340,110172,6.3,49.5,38.4,0.1,3,0,24996,10.3
Georgia,Houston,147570,71562,76008,6.5,58.5,29.1,0.2,2.8,0,24368,9.7
Georgia,Irwin,9408,4798,4610,1,68.2,28.4,0,0.1,0,17576,6.8
Georgia,Jackson,61420,30418,31002,6.7,82.7,7.1,0.1,1.8,0,23504,7.9
Georgia,Jasper,13593,6658,6935,4,72.5,21.1,0.1,0.4,0,20570,12.7
Georgia,Jeff Davis,14990,7411,7579,11.1,72.1,16.3,0,0,0,18446,6.6
Georgia,Jefferson,16374,7916,8458,3.3,41.8,54.3,0.1,0.1,0,16048,17
Georgia,Jenkins,8922,4444,4478,7.8,56.4,33.4,0,0.2,0,17366,10.3
Georgia,Johnson,9794,5437,4357,0.4,62.2,34.6,0,1.8,0,16954,9
Georgia,Jones,28738,14006,14732,0.6,72.2,25.6,0,0.7,0,26005,9.5
Georgia,Lamar,18114,8653,9461,2.2,64.6,30.5,0.2,0.6,0,19217,15.6
Georgia,Lanier,10403,5237,5166,5.3,68.1,24.8,0,0.8,0,16688,14.6
Georgia,Laurens,47886,22810,25076,2.5,59.4,36,0.1,1.1,0,19194,6.6
Georgia,Lee,28946,14499,14447,2.4,73.5,19.8,0,2.3,0,27999,7.2
Georgia,Liberty,64427,32654,31773,11.7,42.4,39.3,0.4,2.1,0.4,19785,12.9
Georgia,Lincoln,7720,3705,4015,0.7,65.6,32.6,0,0.3,0,22373,9.3
Georgia,Long,16588,8097,8491,11.7,59.2,23.2,0.4,1.2,0.2,18166,15.6
Georgia,Lowndes,113203,55627,57576,5.4,54.8,35.7,0.1,1.7,0,19173,13
Georgia,Lumpkin,30921,15176,15745,4.6,90.9,2,0.6,0.3,0,21963,8.2
Georgia,McDuffie,21582,10274,11308,2.6,54.8,41.6,0,0.1,0,19065,9.5
Georgia,McIntosh,14007,6828,7179,1.7,61.3,34.8,0.3,0.2,0.2,23887,8.8
Georgia,Macon,14045,7720,6325,4,34,59.2,0.5,1.6,0,13431,18.7
Georgia,Madison,28232,13938,14294,4.5,83.9,8.9,0.4,1.2,0,20857,8.7
Georgia,Marion,8739,4394,4345,7.2,58.6,31.5,0,0.1,0.2,19077,14.3
Georgia,Meriwether,21297,10185,11112,2,56.7,38.3,0,0.6,0,18059,12.8
Georgia,Miller,5936,2837,3099,0.1,68.7,31.1,0.1,0,0,18904,6.5
Georgia,Mitchell,22982,11990,10992,4.4,46.4,47.2,0.1,0.3,0,15297,13.5
Georgia,Monroe,26915,13536,13379,2.2,72.2,23.9,0.1,0.8,0,25539,10.5
Georgia,Montgomery,8968,4553,4415,6,66.3,26.3,0.2,0.4,0,17402,6.7
Georgia,Morgan,17900,8530,9370,2.9,71.7,23.1,0.1,0.4,0,24435,6.9
Georgia,Murray,39401,19280,20121,13.9,83.6,0.9,0,0.4,0,17043,11.1
Georgia,Muscogee,200285,98321,101964,7.3,42.4,44.2,0.3,2.3,0.2,23318,11
Georgia,Newton,102645,48786,53859,4.9,50.4,41.3,0.1,1,0,21717,11.8
Georgia,Oconee,34400,16817,17583,4.7,85.2,5.3,0.1,3.9,0,33528,5
Georgia,Oglethorpe,14688,7296,7392,3.9,76.3,16,0.4,0.3,0,21848,5.3
Georgia,Paulding,147400,72089,75311,5.5,74.2,17.3,0.2,0.9,0,24930,8.7
Georgia,Peach,27086,13112,13974,7.2,45.5,45.5,0,1.1,0,20689,11.3
Georgia,Pickens,29740,14910,14830,3.1,93.5,1.4,0.1,0.7,0,27720,8.3
Georgia,Pierce,18934,9379,9555,5.1,83.8,7.8,0.2,0.5,0,21619,8.9
Georgia,Pike,17812,8730,9082,1.4,86.2,11.2,0,0.4,0,23150,10.4
Georgia,Polk,41215,20182,21033,12.7,71.9,13.3,0,0.8,0,20293,10.2
Georgia,Pulaski,11590,4866,6724,4.7,59.1,33.6,0,0.1,0,17656,7.4
Georgia,Putnam,21247,10565,10682,6.6,65.3,26.6,0,0.4,0,25864,6.3
Georgia,Quitman,2326,1106,1220,0,49.6,49.2,0.3,0.4,0,17334,11.2
Georgia,Rabun,16266,7981,8285,8.1,86.9,1.8,0.3,0.8,0,22869,7.3
Georgia,Randolph,7315,3732,3583,1.2,33.7,61.9,0,2.1,0,26031,10.4
Georgia,Richmond,201291,97446,103845,4.5,36.7,54.1,0.3,1.7,0.2,20659,12
Georgia,Rockdale,86901,41147,45754,9.9,37.6,48.6,0.1,2,0.2,22614,11.2
Georgia,Schley,5074,2517,2557,4.5,71,23.9,0,0.2,0,19858,12.4
Georgia,Screven,14206,6953,7253,1.6,55,42,0.1,0,0,18597,9.8
Georgia,Seminole,8769,4113,4656,2.9,62.6,33.5,0,0.5,0,19891,9.4
Georgia,Spalding,63873,30884,32989,4.2,60,32.9,0.4,0.9,0,19588,12.4
Georgia,Stephens,25620,12352,13268,2.9,83,12.2,0.3,0.4,0,20001,10.6
Georgia,Stewart,5868,3564,2304,21.8,27.4,48.7,0,1.7,0,13721,14.5
Georgia,Sumter,31429,14894,16535,5.3,40.2,51.6,0.2,1.3,0,17404,14.4
Georgia,Talbot,6490,3140,3350,1.9,39.8,57.4,0.1,0.2,0,18971,10.6
Georgia,Taliaferro,1721,829,892,2.2,38.3,58.6,0,0.5,0,14805,12.1
Georgia,Tattnall,25302,14529,10773,10.7,58.7,28.9,0.3,0.3,0,14957,7.9
Georgia,Taylor,8401,4036,4365,2.3,58.4,39.2,0,0,0,16857,20.6
Georgia,Telfair,16416,9502,6914,13.8,50,35.5,0.2,0.1,0,12155,4.4
Georgia,Terrell,9213,4342,4871,2.4,36.2,60.5,0,0.5,0,16242,14.4
Georgia,Thomas,44824,21239,23585,3.3,57.8,36.3,0,0.9,0,20471,10.5
Georgia,Tift,40787,19671,21116,10.8,56.6,29.7,0.1,1.3,0,20078,5.8
Georgia,Toombs,27210,12743,14467,11.4,61.2,25.6,0,0.9,0,19564,9.6
Georgia,Towns,10800,5213,5587,2.4,95.1,0.7,0.5,0.2,0,19978,10
Georgia,Treutlen,6762,3296,3466,1.2,69.4,29,0,0,0,21127,5.4
Georgia,Troup,68867,33189,35678,3.6,58.4,34.3,0.1,1.8,0,21559,11.9
Georgia,Turner,8338,4284,4054,4.3,54.7,38.9,0.1,1.2,0,18227,12.5
Georgia,Twiggs,8509,4180,4329,0.1,55.8,42,0.1,0,0,17768,6.7
Georgia,Union,21725,10648,11077,2.9,94.3,0.5,0.2,0.8,0,21872,13
Georgia,Upson,26528,12701,13827,2.4,67.9,28.4,0.2,0.2,0,19069,11.1
Georgia,Walker,68285,33760,34525,1.8,91.5,4.6,0.3,0.4,0,21430,8.4
Georgia,Walton,86201,42055,44146,3.8,76.7,15.8,0.1,1.3,0.1,23625,7.9
Georgia,Ware,35723,17751,17972,3.6,64.4,29.5,0.5,1.1,0,18100,7.2
Georgia,Warren,5561,2561,3000,0.8,37.6,58.8,0,1.3,0.1,18174,16.4
Georgia,Washington,20785,10467,10318,2.2,43.9,52.4,0,0.5,0,18285,12.2
Georgia,Wayne,30046,15421,14625,6.1,71.1,20.4,0.2,0.1,0,18291,11.3
Georgia,Webster,2720,1370,1350,1,43.2,55.8,0,0,0,18767,5.8
Georgia,Wheeler,7956,5402,2554,2.2,56.5,41,0.1,0,0,8292,10
Georgia,White,27791,13527,14264,2.9,92.6,2.7,0,0.3,0,21718,6.8
Georgia,Whitfield,103456,51451,52005,33.1,60.5,3.9,0.2,1.4,0,20353,10.3
Georgia,Wilcox,8972,5252,3720,2.1,58.7,37.6,0,0.5,0,13521,6.7
Georgia,Wilkes,9991,4729,5262,3.9,51.7,42.4,0,0.7,0,18392,8.9
Georgia,Wilkinson,9386,4579,4807,2.6,57.3,37.8,0.1,0,0,18037,7.3
Georgia,Worth,21156,10208,10948,2.1,67.5,29.7,0,0.3,0,18762,9.8
Hawaii,Hawaii,191482,95939,95543,12.2,30.8,0.6,0.3,21.4,11.1,24548,8.1
Hawaii,Honolulu,984178,498129,486049,9.2,19.5,2.5,0.1,41.6,8.6,31041,5.6
Hawaii,Kalawao,85,42,43,4.7,37.6,0,0,21.2,35.3,46769,0
Hawaii,Kauai,69691,34971,34720,10.5,30.1,0.6,0.2,33.6,9.1,27441,5.4
Hawaii,Maui,160863,80790,80073,10.8,31.4,0.6,0.1,26.7,9.6,29664,6.9
Idaho,Ada,417501,208879,208622,7.6,85.5,1.1,0.5,2.6,0.2,28851,6.6
Idaho,Adams,3880,2049,1831,3.1,93.5,0,1.7,0.1,0,21219,11.3
Idaho,Bannock,83604,41666,41938,7.7,85.3,0.7,2.6,1.2,0.2,21598,7.2
Idaho,Bear Lake,5939,2981,2958,4.1,93.8,0.5,0.1,1,0.1,22959,3.3
Idaho,Benewah,9088,4581,4507,3.2,84.6,0.3,8.9,0.5,0.1,20937,10.1
Idaho,Bingham,45407,22715,22692,17.7,74.5,0.3,5,0.7,0,20164,7.1
Idaho,Blaine,21309,10836,10473,20.5,77.3,0.1,0,1.2,0,34208,4.1
Idaho,Boise,6885,3626,3259,3.6,92.4,0.5,1.4,0.1,0.3,27276,10.5
Idaho,Bonner,41066,20563,20503,2.7,93.8,0.1,0.5,0.5,0.2,23981,6.2
Idaho,Bonneville,107788,53404,54384,12.4,84.1,0.4,0.4,0.8,0.1,23926,5.6
Idaho,Boundary,10961,5596,5365,4.2,91.4,0.2,1.8,0,0,20795,4.7
Idaho,Butte,2653,1424,1229,6.1,87.6,2,0.3,0.5,0,21982,6.8
Idaho,Camas,1052,538,514,11.3,87.5,0,1,0,0,24588,5.8
Idaho,Canyon,198921,98609,100312,24.5,71.6,0.4,0.6,0.8,0.1,17915,9.4
Idaho,Caribou,6808,3429,3379,5.3,94.2,0.1,0,0.1,0,25172,1.5
Idaho,Cassia,23369,11866,11503,26.2,71.4,0.2,0.5,0.3,0,18227,5.7
Idaho,Clark,901,440,461,41.4,58.2,0,0,0,0,15151,3.9
Idaho,Clearwater,8560,4736,3824,3.6,91.5,0.2,2.1,0.4,0.1,20079,7.3
Idaho,Custer,4234,2169,2065,2.7,95.2,0,0.6,0,0.4,22861,3.3
Idaho,Elmore,26175,13509,12666,16.1,74.1,2.4,1.2,3.2,0.2,21326,8.4
Idaho,Franklin,12914,6540,6374,6.8,91.3,0.1,0.3,0.1,0.2,18855,5
Idaho,Fremont,12945,6677,6268,12.3,85.3,0.4,0.6,0.1,0,20302,6
Idaho,Gem,16731,8390,8341,8,88.4,0,1.1,0.8,0.2,19726,14.2
Idaho,Gooding,15233,7895,7338,28.8,68.4,0.1,1.2,0.6,0,19688,3.8
Idaho,Idaho,16312,8571,7741,3.1,91.7,0.1,1.9,0.3,0,19611,6.4
Idaho,Jefferson,26792,13541,13251,10.3,87.2,0.1,0.4,0,0.2,19501,6.1
Idaho,Jerome,22653,11462,11191,33.4,64.1,0.1,0.4,0.5,0,17708,6.6
Idaho,Kootenai,145046,71718,73328,4.2,91.3,0.3,1.3,0.7,0.1,25744,7.9
Idaho,Latah,38339,19676,18663,4,89.9,0.6,0.6,2.2,0,22766,7.6
Idaho,Lemhi,7790,3933,3857,2.9,93.7,0.3,0.5,0.4,0,22134,6.1
Idaho,Lewis,3812,1885,1927,4.1,87.2,0.1,3.8,0.6,0.3,21152,6.5
Idaho,Lincoln,5260,2676,2584,29.6,67.5,0,1.5,0.2,0,17204,6
Idaho,Madison,37916,19077,18839,6.6,89.8,0.7,0,1.1,0.3,14653,10.2
Idaho,Minidoka,20279,10284,9995,33.4,64,0.1,0.8,0.4,0.1,20674,4.8
Idaho,Nez Perce,39779,19697,20082,3.4,87.7,0.4,5.1,1,0,25177,6.1
Idaho,Oneida,4245,2183,2062,3.5,94.4,0,0.1,0,0,20089,6.7
Idaho,Owyhee,11364,5863,5501,26,68.5,0.1,3.4,0.1,0,16854,11.7
