STATE	ENROLL	NAME	YRDATA	TOTALREV	TFEDREV	TSTREV	TLOCREV	TOTALEXP	TCURINST	TCURSSVC	TCURONON	TCAPOUT
California	323	LIBERTY ELEM SCH DIST	2013	2359	96	1734	529	12038	1357	787	0	9850
California	4130	LINDSAY UNIFIED SCH DIST	2013	43959	8735	29322	5902	44829	21996	15314	3879	2569
California	450	MONSON SULTANA JT UNION ELEM SCHOOL DIST	2013	3566	546	2757	263	3571	2054	1302	215	0
California	448	OAK VALLEY UNION ELEM SCH DIST	2013	10007	368	8997	642	7124	2515	984	258	3367
California	4128	CUTLER-OROSI UNIFIED SCH DIST	2013	42658	6656	30087	5915	41195	21579	12765	5523	812
California	114	OUTSIDE CREEK ELEM SCH DIST	2013	822	97	582	143	955	510	354	91	0
California	533	PALO VERDE UNION ELEM SCH DIST	2013	13970	600	12719	651	9711	3187	1285	355	4884
California	1139	PIXLEY UNION ELEM SCH DIST	2013	10074	1717	6858	1499	9944	6276	2891	749	28
California	569	PLEASANT VIEW ELEM SCHOOL DIST	2013	4939	698	3786	455	5629	2950	1339	450	890
California	685	RICHGROVE ELEM SCH DIST	2013	9959	1196	7601	1162	9378	5103	3382	519	324
California	406	ROCKFORD ELEM SCH DIST	2013	2765	244	2251	270	2796	1818	739	235	0
California	82	SAUCELITO ELEM SCH DIST	2013	956	51	813	92	823	499	286	38	0
California	306	SEQUOIA UNION ELEM SCH DIST	2013	5907	218	5179	510	4052	1470	711	108	1763
California	317	SPRINGVILLE UNION EL SCH DIST	2013	2566	246	1357	963	2492	1618	620	94	155
California	484	STONE CORRAL ELEM SCH DISTRICT	2013	4690	463	3995	232	4088	2211	1743	0	19
California	832	STRATHMORE UNION ELEM SCH DIST	2013	7427	1147	5291	989	8042	4102	2192	586	1162
California	793	SUNDALE UN ELEM SCH DIST	2013	6264	496	4685	1083	5973	4088	1369	244	240
California	363	SUNNYSIDE UN ELEM SCH DIST	2013	3370	517	2411	442	3415	1906	1130	311	64
California	936	TERRA BELLA UNION ELEM SCH DIST	2013	9973	1486	7055	1432	10467	5199	3064	711	1440
California	142	THREE RIVER UNION ELEM SCH DT	2013	1370	98	584	688	1113	581	327	67	129
California	607	TIPTON ELEM SCH DIST	2013	5883	545	4419	919	5354	3460	1551	305	38
California	227	TRAVER JT ELEM SCH DIST	2013	2085	310	1286	489	2194	1137	844	186	2
California	9434	TULARE CITY SCHOOL DISTRICT	2013	75356	9652	54160	11544	91386	48816	18795	4952	18666
California	5306	TULARE JOINT UNION HIGH SCH DIST	2013	56210	4454	34842	16914	53748	25880	20564	5481	300
California	27617	VISALIA UNIFIED SCHOOL DIST	2013	235501	25205	151556	58740	228040	129023	67803	12562	16298
California	281	WAUKENA UN ELEM SCH DIST	2013	2028	265	1460	303	1977	1067	732	158	20
California	2273	WOODLAKE UNIFIED SCHOOL DISTRICT	2013	33642	3581	14831	15230	25010	12165	7588	2275	2629
California	0	WOODLAKE UNION HIGH SCHOOL DIST	2013	0	0	0	0	5394	0	0	0	0
California	496	WOODVILLE ELEM SCH DIST	2013	4451	795	3144	512	5184	3256	1453	445	30
California	0	TULARE CO ORGANIZATION FOR VOCATIONAL EDUC	2013	4794	0	30	4764	4775	4476	299	0	0
California	6241	DINUBA UNIFIED SCHOOL DISTRICT	2013	58040	7248	41966	8826	56932	31979	17265	3299	2522
California	13835	PORTERVILLE UNIFIED SCHOOL DISTRICT	2013	134570	16606	91461	26503	140167	74222	36500	12043	14640
California	128	BELLEVIEW ELEM SCH DIST	2013	1634	120	858	656	1379	771	426	161	14
California	360	BIG OAK FLAT-GROVELAND UNIFIED SCHOOL DIST	2013	5466	274	841	4351	6125	2551	1957	202	1043
California	584	COLUMBIA UNION SCHOOL DISTRICT	2013	4832	417	2728	1687	4718	2747	1652	209	46
California	465	CURTIS CREEK EL SCH DIST	2013	4643	318	1354	2971	4461	2669	1527	166	61
California	534	JAMESTOWN ELEM SCH DIST	2013	4798	435	2317	2046	4573	2163	1411	248	2
California	662	SONORA ELEM SCH DIST	2013	5986	1011	2336	2639	6175	3505	1649	203	594
California	1186	SONORA UNION HIGH SCHOOL DIST	2013	12580	721	3387	8472	12155	5363	5537	377	871
California	481	SOULSBYVILLE EL SCH DIST	2013	3894	281	2144	1469	4044	2368	1250	133	216
California	348	SUMMERVILLE ELEM SCHOOL DIST	2013	3257	620	1559	1078	3529	2160	1107	147	76
California	1088	SUMMERVILLE UNION HIGH SCHOOL DIST	2013	11167	288	6443	4436	11083	5434	4272	351	486
California	282	TWAIN HARTE-LONG BARN SCH DIST	2013	3491	214	855	2422	2868	1625	1061	105	48
California	563	BRIGGS SCH DIST	2013	5049	467	3144	1438	4754	2584	1366	259	155
California	3812	FILLMORE UNIFIED SCH DIST	2013	33983	3786	20271	9926	32852	17446	11033	2262	851
California	8332	HUENEME ELEM SCH DIST	2013	70633	9562	47621	13450	72999	43424	19075	4486	3397
California	1387	MESA UNION ELEM SCH DIST	2013	6354	331	3052	2971	5550	2943	1516	162	393
California	6984	MOORPARK UNIFIED SCH DIST	2013	61393	5280	31742	24371	68487	34554	21449	2125	8181
California	209	MUPU SCHOOL DISTRICT	2013	1920	61	1629	230	1936	672	322	19	903
California	2879	OJAI UNIFIED SCH DIST	2013	25097	1965	7692	15440	24913	13948	8842	1242	165
California	2550	OCEAN VIEW SCHOOL DISTRICT	2013	25988	3430	15257	7301	27189	14259	7247	1859	2135
California	16533	OXNARD SCHOOL DISTRICT	2013	150842	17290	91163	42389	175936	88236	40337	8864	31361
California	16780	OXNARD UNION H SCH DIST	2013	159993	19135	72463	68395	166194	83860	47573	7558	20835
California	7277	PLEASANT VALLEY SCHOOL DISTRICT	2013	63046	3946	25864	33236	57663	36461	15057	1530	893
California	4692	RIO ELEM SCH DIST	2013	43616	3771	21224	18621	40602	21589	12485	2764	1077
California	56	SANTA CLARA ELEM SCH DIST	2013	496	28	285	183	454	318	130	6	0
California	3757	SANTA PAULA UNIFIED SCHOOL DISTRICT	2013	36196	3686	23659	8851	35246	20744	11652	1957	228
California	1667	SANTA PAULA UNION HIGH SCH DT	2013	16446	1715	8505	6226	16169	7267	5506	794	1390
California	18857	SIMI VALLEY UNIFIED SCH DIST	2013	175717	9306	87156	79255	178340	98770	52820	10200	10432
California	251	SOMIS UNION ELEM SCH DIST	2013	2909	196	590	2123	2832	1413	1103	90	10
California	17402	VENTURA UNIF SCH DIST	2013	158708	13979	71348	73381	158229	82306	52273	13762	4101
California	4510	OAK PARK UNIFIED SCHOOL DIST	2013	38636	1175	18315	19146	40569	23270	10216	839	4185
California	20595	CONEJO VALLEY UNIFIED SCHOOL DISTRICT	2013	196101	8442	58630	129029	182868	110545	52095	13205	2780
California	8599	DAVIS JT UNIF SCH DIST	2013	87094	3598	32912	50584	79811	48326	25546	2379	914
California	7697	WASHINGTON UNIF SCH DIST	2013	70922	7473	38935	24514	79447	36683	22892	4256	10528
California	1522	WINTERS JT UNIFIED SCH DIST	2013	13513	1023	8822	3668	13713	7561	5164	476	208
California	10126	WOODLAND JT UNIFIED SCH DIST	2013	88934	8681	51183	29070	83797	44997	31286	4712	855
California	987	ESPARTO UNIFIED SCH DIST	2013	9282	592	4812	3878	8668	4776	3341	344	55
California	425	CAMPTONVILLE UNION SCH DIST	2013	4826	1753	2778	295	4726	1854	1139	24	1683
California	9815	MARYSVILLE UNIF SCH DIST	2013	95377	14414	58214	22749	106539	49270	33883	5344	13491
California	1077	PLUMAS ELEM SCH DIST	2013	9404	469	6927	2008	10192	4982	3940	382	0
California	1236	WHEATLAND SCHOOL DISTRICT	2013	15894	3598	10174	2122	15240	8349	5722	494	417
California	713	WHEATLAND UNION HIGH SCH DIST	2013	6491	590	3927	1974	6680	3588	2606	192	229
Connecticut	20155	BRIDGEPORT CITY SCHOOLS	2013	387186	37029	289487	60670	396769	202697	97088	18509	62974
Connecticut	10612	DANBURY PUBLIC SCHOOLS	2013	156109	8792	49800	97517	152578	101294	39577	6286	4990
Connecticut	11071	NORWALK CITY SCHOOLS	2013	217432	6476	41071	169885	207464	132323	62172	5603	618
Connecticut	5112	SHELTON CITY SCHOOLS	2013	84954	2893	15215	66846	79164	46049	27014	2958	473
Connecticut	15758	STAMFORD CITY SCHOOLS	2013	316199	11242	56201	248756	309320	182571	104602	12110	4658
Connecticut	8297	BRISTOL CITY SCHOOLS	2013	135905	5063	68724	62118	132373	72318	37658	5532	8521
Connecticut	21545	HARTFORD PUBLIC SCHOOLS	2013	518922	42586	382587	93749	518678	250465	157609	15879	66559
Connecticut	10232	NEW BRITAIN CITY SCHOOLS	2013	175627	19965	109058	46604	164859	101269	42330	5771	3613
Connecticut	4355	TORRINGTON CITY SCHS	2013	79450	2981	34096	42373	77835	50712	21979	2465	1289
Connecticut	4880	MIDDLETOWN CITY SCHOOLS	2013	96966	4041	32330	60595	91439	54400	27108	6183	1583
Connecticut	2412	ANSONIA PUBLIC SCHOOLS	2013	48227	2837	26524	18866	45015	21358	14551	1985	4595
Connecticut	1491	DERBY CITY SCHOOLS	2013	23472	1290	9834	12348	31351	12743	7635	8978	262
Connecticut	8174	MERIDEN CITY SCHOOLS	2013	140102	8640	83684	47778	138314	78882	40861	6792	4765
Connecticut	4480	NAUGATUCK BOROUGH SCHOOLS	2013	74947	3983	39189	31775	74733	46295	23742	3092	291
Connecticut	21150	NEW HAVEN CITY SCHOOLS	2013	441149	41786	269943	129420	417635	236457	109174	26933	21588
Connecticut	18391	WATERBURY CITY SCHOOLS	2013	359556	31574	230689	97293	364773	170253	107994	22054	62024
Connecticut	6643	MILFORD PUBLIC SCHOOLS	2013	133693	3082	26207	104404	129170	84317	33869	4455	5008
Connecticut	6019	WEST HAVEN CITY SCHOOLS	2013	107557	6340	57645	43572	103528	59256	33812	4052	1473
Connecticut	3068	NEW LONDON CITY SCHOOLS	2013	71017	5852	48380	16785	72032	29703	21475	4549	13263
Connecticut	3793	NORWICH CITY SCHOOLS	2013	90069	6682	46903	36484	91208	44594	20760	3298	815
Connecticut	2975	BETHEL TOWN SCHOOLS	2013	51538	1092	13804	36642	50932	30153	17143	1715	634
Connecticut	2791	BROOKFIELD TOWN SCHOOLS	2013	46954	869	6462	39623	45073	27010	14440	1302	1297
Connecticut	4859	DARIEN TOWN SCHOOLS	2013	102139	922	13652	87565	94686	65264	25896	1257	513
Connecticut	1019	EASTON TOWN SCHOOLS	2013	20301	222	2742	17337	19030	12422	5284	4	688
Connecticut	10294	FAIRFIELD TOWN SCHOOL DISTRICT	2013	201273	3673	25948	171652	188771	104897	67863	5331	3453
Connecticut	8845	GREENWICH TOWN SCHOOLS	2013	190701	3798	25470	161433	191527	127255	52339	3828	4069
Connecticut	3476	MONROE TOWN SCHOOLS	2013	64265	1054	13583	49628	61888	37355	20200	1761	876
Connecticut	4213	NEW CANAAN TOWN SCHOOLS	2013	95612	938	11421	83253	90739	51610	33567	1388	1425
Connecticut	2798	NEW FAIRFIELD PUBLIC SCHOOLS	2013	49698	720	11675	37303	47629	27919	14311	1328	2783
Connecticut	5137	NEWTOWN TOWN SCHOOLS	2013	88074	2054	14289	71731	84019	47180	31487	2729	422
Connecticut	1132	REDDING TOWN SCHOOLS	2013	26933	315	3408	23210	25429	18173	6179	9	394
Connecticut	5277	RIDGEFIELD PUBLIC SCHOOLS	2013	102783	1282	12879	88622	96657	59442	30975	3047	233
Connecticut	383	SHERMAN BOARD OF EDUCATION	2013	10085	152	1112	8821	9678	5255	1945	43	40
Connecticut	7178	STRATFORD TOWN SCHOOLS	2013	121348	4004	35375	81969	115947	65580	38134	4831	252
Connecticut	6914	TRUMBULL TOWN SCHOOLS	2013	130016	2382	28218	99416	125664	65922	39011	3644	12849
Connecticut	2419	WESTON PUBLIC SCHOOLS	2013	59906	528	6284	53094	55833	30722	19439	2581	829
Connecticut	5797	WESTPORT TOWN SCHOOLS	2013	122983	1452	14833	106698	125888	73322	40994	4439	1230
Connecticut	4295	WILTON TOWN SCHS	2013	91439	1050	10580	79809	87014	51861	29318	1357	962
Connecticut	3406	AVON PUBLIC SCHOOLS	2013	60446	792	8377	51277	57423	37204	17302	1387	683
Connecticut	2974	BERLIN PUBLIC SCHOOLS	2013	52214	1128	14040	37046	52125	27881	19418	1817	1646
Connecticut	2108	BLOOMFIELD TOWN SCHOOLS	2013	55681	2813	15540	37328	53339	25817	20499	1980	1843
Connecticut	1748	CANTON TOWN SCHOOLS	2013	29755	453	7345	21957	28726	15763	11428	880	187
Connecticut	862	EAST GRANBY SCHOOL SYSTEM	2013	20588	206	7357	13025	20584	10299	5675	259	4050
Connecticut	7035	EAST HARTFORD PUBLIC SCHOOLS	2013	120774	10293	63629	46852	123033	77446	34018	5476	2213
Connecticut	1257	EAST WINDSOR PUBLIC SCHOOLS	2013	23629	741	9237	13651	23912	13806	8611	618	162
Connecticut	5459	ENFIELD TOWN SCHOOLS	2013	89409	4073	40037	45299	87664	59844	23101	2919	786
Connecticut	4049	FARMINGTON TOWN SCHOOLS	2013	72422	1151	9962	61309	69931	45754	19350	1642	431
Connecticut	6586	GLASTONBURY TOWN SCHOOLS	2013	114717	2164	22439	90114	109954	61650	38288	3694	1756
Connecticut	2105	GRANBY PUBLIC SCHOOLS	2013	34964	607	9723	24634	33238	18509	11302	1142	469
Connecticut	214	HARTLAND TOWN SCHOOLS	2013	5137	27	1744	3366	5135	2144	1610	178	12
Connecticut	6236	MANCHESTER TOWN SCHOOLS	2013	127449	6514	51131	69804	124323	72355	39853	5411	1565
Connecticut	639	MARLBOROUGH TOWN SCHOOLS	2013	8851	159	4090	4602	8530	5711	2406	161	36
Connecticut	4323	NEWINGTON PUBLIC SCHOOLS	2013	77040	1510	22101	53429	76055	43560	24828	2339	3387
Connecticut	2356	PLAINVILLE TOWN SCHOOLS	2013	44451	1140	17035	26276	42600	24657	12545	1074	1017
Connecticut	2462	ROCKY HILL TOWN SCHOOLS	2013	40426	821	8020	31585	40414	24674	13482	733	442
Connecticut	4528	SIMSBURY PUBLIC SCHOOLS	2013	79309	1356	15592	62361	76371	47170	25178	2177	1278
Connecticut	6697	SOUTHINGTON TOWN SCHOOLS	2013	102444	2347	32542	67555	99393	63689	30325	2572	492
Connecticut	4277	SOUTH WINDSOR PUBLIC SCHOOLS	2013	79866	1212	22057	56597	77856	45359	25510	3411	1158
Connecticut	2444	SUFFIELD TOWN SCHOOLS	2013	40001	671	13083	26247	38242	24282	10048	950	633
Connecticut	10030	WEST HARTFORD PUBLIC SCHOOLS	2013	170747	5242	38259	127246	167810	94473	57938	5772	1360
Connecticut	3675	WETHERSFIELD TOWN SCHOOLS	2013	63305	1353	15843	46109	62194	34078	23384	1995	566
Connecticut	3388	WINDSOR TOWN SCHOOL DISTRICT	2013	75837	2666	20969	52202	75333	43114	26801	3115	643
Connecticut	1746	WINDSOR LOCKS TOWN SCHOOLS	2013	36616	1004	9944	25668	35652	20816	11593	1328	653
Connecticut	349	BARKHAMSTED TOWN SCHOOLS	2013	4462	29	2085	2348	4458	2878	1403	79	48
Connecticut	75	CANAAN TOWN SCHOOLS	2013	2457	16	507	1934	2392	1517	813	10	28
Connecticut	104	COLEBROOK TOWN SCHOOLS	2013	2065	35	698	1332	2052	1229	694	59	20
Connecticut	103	CORNWALL CONSOLIDATED SCHOOL	2013	3554	17	430	3107	3387	2016	1313	1	29
Connecticut	271	KENT TOWN SCHOOLS	2013	6560	45	873	5642	6030	3749	1990	96	141
Connecticut	1029	LITCHFIELD TOWN SCHOOLS	2013	21414	422	3451	17541	20117	11095	7211	403	387
Connecticut	565	NEW HARTFORD PUBLIC SCHOOLS	2013	9481	212	4154	5115	9303	5889	2873	147	110
Connecticut	4600	NEW MILFORD TOWN SCHOOLS	2013	72857	2139	21258	49460	68887	40885	22290	2714	1530
Connecticut	121	NORFOLK TOWN SCHOOLS	2013	2929	25	639	2265	2927	1557	1226	48	60
Connecticut	315	NORTH CANAAN TOWN SCHOOLS	2013	6344	113	2880	3351	6246	3983	2054	164	27
Connecticut	1606	PLYMOUTH TOWN SCHOOLS	2013	28946	1006	13350	14590	28147	16890	8250	1144	1085
Connecticut	309	SALISBURY CENTRAL SCHOOL	2013	6944	93	911	5940	6859	4380	2303	88	66
Connecticut	188	SHARON TOWN SCHOOLS	2013	5168	51	609	4508	5131	2914	2100	98	19
Connecticut	1004	THOMASTON PUBLIC SCHOOLS	2013	18748	527	8299	9922	17792	10910	5674	661	171
Connecticut	3024	WATERTOWN TOWN SCHS	2013	51217	1194	17581	32442	47100	27746	16103	1128	41
Connecticut	667	WINCHESTER PUBLIC SCHOOLS	2013	24047	570	11126	12351	24010	17031	5346	436	42
Connecticut	251	CHESTER TOWN SCHOOLS	2013	4864	39	1143	3682	4850	2674	1954	96	58
Connecticut	1981	CLINTON TWN SCHOOLS	2013	35185	774	10131	24280	34717	23219	9582	772	380
Connecticut	1971	CROMWELL TOWN SCHOOLS	2013	33174	943	8505	23726	31860	20670	9026	1300	233
Connecticut	347	DEEP RIVER TOWN SCHOOLS	2013	6391	162	2399	3830	6379	3551	2501	122	13
Connecticut	1244	EAST HADDAM TOWN SCHOOLS	2013	23533	493	6547	16493	22466	13064	7467	374	185
Connecticut	1894	EAST HAMPTON TOWN SCHOOLS	2013	34102	557	12952	20593	33596	19701	10498	500	2429
Connecticut	528	ESSEX TOWN SCHOOLS	2013	9647	86	1529	8032	9188	5136	3286	144	26
Connecticut	1495	OLD SAYBROOK PUBLIC SCHOOLS	2013	27914	585	3711	23618	27126	15680	8682	1178	1167
Connecticut	1375	PORTLAND TOWN SCHOOLS	2013	23232	564	6825	15843	22192	12604	7791	745	342
Connecticut	872	WESTBROOK TOWN SCHOOLS	2013	20076	321	2317	17438	18321	12054	4700	720	312
Connecticut	473	BETHANY COMMUNITY SCHOOLS	2013	8112	197	3015	4900	7687	4982	2299	114	180
Connecticut	3258	BRANFORD TOWN SCHOOLS	2013	61995	1480	9199	51316	59836	38164	18382	2562	277
Connecticut	4655	CHESHIRE TOWN SCHOOLS	2013	75467	1690	18404	55373	73112	45092	24197	2572	517
Connecticut	3219	EAST HAVEN TOWN SCHOOLS	2013	59680	2579	27951	29150	57090	31419	17826	2949	742
Connecticut	3562	GUILFORD PUBLIC SCHOOLS	2013	64027	1032	10097	52898	62461	38248	20172	1876	923
Connecticut	5793	HAMDEN TOWN SCHOOLS	2013	127035	4064	38966	84005	122802	71244	39101	3730	489
Connecticut	3379	MADISON PUBLIC SCHOOLS	2013	59847	1036	7796	51015	57678	32836	19731	2009	1784
Connecticut	2085	NORTH BRANFORD TOWN SCHOOLS	2013	37798	986	15856	20956	35104	18286	13175	1655	637
Connecticut	3500	NORTH HAVEN TOWN SCHOOLS	2013	59173	1020	10425	47728	56429	31595	20517	1600	938
Connecticut	1247	ORANGE TOWN SCHOOLS	2013	21903	405	3565	17933	21390	13577	7171	487	29
Connecticut	2095	OXFORD SCHOOLS	2013	33958	603	8047	25308	32552	19412	9818	1518	500
Connecticut	2286	SEYMOUR TOWN SCHOOLS	2013	41740	1494	16952	23294	40085	20624	13499	1547	3115
Connecticut	6265	WALLINGFORD TOWN SCHOOLS	2013	116329	2618	36553	77158	113646	62595	39394	4121	4374
Connecticut	2573	WOLCOTT TOWN PUBLIC SCHOOLS	2013	41122	1105	19068	20949	39304	24315	11793	1765	654
Connecticut	744	WOODBRIDGE PUBLIC SCHOOLS	2013	15390	258	2253	12879	14919	10061	4135	228	387
Connecticut	241	BOZRAH TOWN SCHOOLS	2013	6302	163	1826	4313	5978	2889	1488	114	53
Connecticut	2880	COLCHESTER TOWN SCHOOLS	2013	45873	1042	19789	25042	44843	26886	15213	1295	45
Connecticut	2932	EAST LYME PUBLIC SCHOOLS	2013	50976	921	12784	37271	49082	29516	16320	1609	451
Connecticut	200	FRANKLIN PUBLIC SCHOOLS	2013	4503	98	1384	3021	4482	1863	1208	90	24
Connecticut	1958	GRISWOLD TOWN SCHOOLS	2013	31455	1060	14608	15787	30386	18138	10255	1096	110
Connecticut	4778	GROTON TOWN PUBLIC SCHOOLS	2013	89764	2941	36138	50685	89002	52549	30304	2177	1551
Connecticut	1228	LEBANON TOWN SCHOOLS	2013	20931	457	8120	12354	20632	11878	7318	588	310
Connecticut	2591	LEDYARD PUBLIC SCHOOLS	2013	40990	808	18276	21906	40333	24818	13644	1017	144
Connecticut	443	LISBON CENTRAL SCHOOLS	2013	11241	219	4993	6029	11066	5283	2800	245	17
Connecticut	2446	MONTVILLE TOWN SCHOOLS	2013	44278	1282	18140	24856	42966	25558	14030	1629	224
Connecticut	764	NORTH STONINGTON PUBLIC SCHOOLS	2013	14407	291	4629	9487	13928	8311	4750	259	411
Connecticut	402	PRESTON TOWN SCHOOLS	2013	12516	248	4432	7836	12204	7649	3365	237	212
Connecticut	422	SALEM TOWN SCHOOLS	2013	11577	264	4303	7010	11577	4711	3013	108	147
Connecticut	370	SPRAGUE TOWN SCHOOLS	2013	7105	280	3456	3369	7125	3771	2062	181	181
Connecticut	2345	STONINGTON TOWN SCHOOLS	2013	42247	1041	6821	34385	40363	23848	13423	1481	404
Connecticut	315	VOLUNTOWN SCHOOL DISTRICT	2013	7362	148	3376	3838	7243	3433	2186	146	64
Connecticut	2627	WATERFORD TOWN SCHOOLS	2013	67482	1319	13331	52832	65466	32875	16239	2052	11569
Connecticut	314	ANDOVER TOWN SCHOOLS	2013	5080	104	3091	1885	4988	3071	1634	0	16
Connecticut	892	BOLTON TOWN SCHOOLS	2013	16314	237	5226	10851	15685	8683	5319	461	89
Connecticut	503	COLUMBIA TOWN SCHOOLS	2013	12840	245	3883	8712	12446	4272	4030	571	282
Connecticut	1724	COVENTRY PUBLIC SCHOOLS	2013	31632	689	12877	18066	30504	19380	8813	672	95
Connecticut	2714	ELLINGTON TOWN SCHOOLS	2013	38603	694	14398	23511	37663	22129	12002	1197	645
Connecticut	936	HEBRON TOWN SCHOOLS	2013	14578	237	8933	5408	16561	9144	4639	1040	393
Connecticut	1317	MANSFIELD TOWN SCHOOLS	2013	25336	932	13231	11173	25536	16103	7939	1009	287
Connecticut	1577	SOMERS PUBLIC SCHOOLS	2013	24187	363	9168	14656	23349	14668	7393	316	349
Connecticut	1716	STAFFORD TOWN SCHOOLS	2013	34214	1148	13951	19115	31385	18648	11323	751	303
Connecticut	2836	TOLLAND TOWN SCHOOLS	2013	45890	733	16908	28249	43743	25135	13114	1040	388
Connecticut	71	UNION TOWN SCHOOLS	2013	2074	23	558	1493	1949	796	630	6	6
Connecticut	3444	VERNON TOWN SCHOOLS	2013	60809	2980	29978	27851	59682	35737	18912	2316	256
Connecticut	479	WILLINGTON TOWN SCHOOLS	2013	9250	241	4727	4282	9195	5746	3171	191	87
Connecticut	439	ASHFORD TOWN SCHOOLS	2013	8344	269	5037	3038	8304	5082	2559	221	234
Connecticut	937	BROOKLYN TOWN SCHOOLS	2013	19259	583	9782	8894	18513	8937	4378	323	134
Connecticut	490	CANTERBURY TOWN SCHOOLS	2013	14007	652	6751	6604	14012	6644	4488	230	250
Connecticut	185	CHAPLIN TOWN SCHOOLS	2013	3806	85	2426	1295	3800	2336	1335	95	25
Connecticut	168	EASTFORD PUBLIC SCHOOLS	2013	4599	108	1573	2918	4597	1961	1269	5	430
Connecticut	117	HAMPTON TOWN SCHOOLS	2013	2790	61	1738	991	2738	1561	1073	88	0
Connecticut	2672	KILLINGLY TOWN SCHOOLS	2013	46959	1790	22129	23040	46296	26262	16644	1124	122
Connecticut	2492	PLAINFIELD TOWN SCHOOLS	2013	38891	1725	20666	16500	38874	22072	13279	1501	194
Connecticut	472	POMFRET TOWN SCHOOLS	2013	11182	335	4437	6410	11145	6171	2202	163	71
Connecticut	1263	PUTNAM TOWN SCHOOLS	2013	21904	1411	12673	7820	22692	12993	7886	1354	25
Connecticut	127	SCOTLAND TOWN SCHOOLS	2013	3202	60	1890	1252	2983	1747	1030	71	6
Connecticut	498	STERLING TOWN SCHOOLS	2013	9953	237	4296	5420	9424	4651	2075	201	107
Connecticut	1153	THOMPSON TOWN SCHOOLS	2013	20827	694	10955	9178	20088	10944	7349	870	210
Connecticut	3189	WINDHAM TOWN SCHOOLS	2013	81882	8308	43300	30274	82170	40264	17223	2803	21075
Connecticut	893	WOODSTOCK TOWN SCHOOLS	2013	18684	528	7289	10867	17896	8397	3961	339	19
Connecticut	0	COOPERATIVE EDUCATIONAL SERVICES	2013	31628	166	7775	23687	7208	7208	0	0	0
Connecticut	1012	REGIONAL SCHOOL DISTRICT 9	2013	25981	367	2460	23154	24347	15910	5773	1166	639
Connecticut	0	CAPITOL REGION EDUCATION COUNCIL	2013	301986	8380	221783	71823	126747	43212	0	2224	81243
Connecticut	2622	REGIONAL SCHOOL DISTRICT 10	2013	42837	596	14474	27767	41213	24293	14729	983	377
Connecticut	0	COMMITTEE FOR SHARED SERVICES	2013	450	450	0	0	536	536	0	0	0
Connecticut	0	EDUCATION CONNECTION	2013	16470	5180	5922	5368	1979	1178	0	691	0
Connecticut	421	REGIONAL SCHOOL DISTRICT 1	2013	11721	835	1952	8934	11294	6330	3979	598	219
Connecticut	1029	REGIONAL SCHOOL DISTRICT 6	2013	20090	363	3177	16550	19631	11183	7016	764	555
Connecticut	1130	REGIONAL HIGH SCHOOL DISTRICT 7	2013	20817	69	2403	18345	20090	11449	6838	867	264
Connecticut	1922	REGIONAL SCHOOL DISTRICT 14	2013	36082	823	7460	27799	35011	19288	12276	1567	939
Connecticut	841	REGIONAL SCHOOL DISTRICT 12	2013	23601	449	2730	20422	23265	12683	9151	746	525
Connecticut	990	REGIONAL SCHOOL DISTRICT 4	2013	19547	450	1773	17324	18010	9523	6355	1106	70
Connecticut	1953	REGIONAL SCHOOL DISTRICT 13	2013	39996	595	10408	28993	38021	21212	13894	1251	409
Connecticut	2312	REGIONAL SCHOOL DISTRICT 17	2013	42887	595	8452	33840	41256	23366	15205	1243	531
Connecticut	0	AREA COOPERATIVE EDUCATIONAL SERVICES	2013	69824	3076	18717	48031	17741	14791	0	687	2221
Connecticut	2348	REGIONAL SCHOOL DISTRICT 5	2013	48486	602	5165	42719	44937	22637	16197	1804	178
Connecticut	4075	REGIONAL SCHOOL DISTRICT 15	2013	71828	1377	11519	58932	69714	40843	24358	2736	520
Connecticut	2415	REGIONAL SCHOOL DISTRICT 16	2013	41906	802	15823	25281	39242	21901	14240	1487	547
Connecticut	0	PROJECT OCEANOLOGY	2013	638	0	638	0	305	305	0	0	0
Connecticut	0	LEARN	2013	27753	553	16961	10239	8974	8224	0	0	704
Connecticut	1446	REGIONAL SCHOOL DISTRICT 18	2013	33791	401	6031	27359	30351	16026	12598	1003	213
Connecticut	1223	REGIONAL HIGH SCHOOL DISTRICT 19	2013	24553	235	4914	19404	22848	13503	7338	843	783
Connecticut	1767	REGIONAL SCHOOL DISTRICT 8	2013	29188	439	3144	25605	27673	16927	8272	1105	13
Connecticut	0	EASTERN CONNECTICUT REGIONAL EDUCATION SERVICE CENTER	2013	24433	7773	5322	11338	4240	3827	0	303	0
Connecticut	280	REGIONAL SCHOOL DISTRICT 11	2013	7211	244	709	6258	7216	3522	2761	357	79
Massachusetts	479	ESSEX AGRICULTURAL AND TECHNICAL HIGH SCHOOL	2013	12129	600	5331	6198	12009	5349	5889	375	396
Massachusetts	13145	LAWRENCE CITY SCHOOLS	2013	226918	24638	182276	20004	219408	133486	68668	9457	1283
Massachusetts	451	BRISTOL CO AGRIC H SCH DIST	2013	9086	394	3693	4999	10058	4920	3781	208	1149
Massachusetts	485	NORFOLK CO AGRIC H SCH DIST	2013	17504	420	7879	9205	11655	5160	4976	296	1179
Massachusetts	4941	BARNSTABLE CITY SCHOOLS	2013	89075	4368	16184	68523	85875	54369	25563	1877	429
