STATE	ENROLL	NAME	YRDATA	TOTALREV	TFEDREV	TSTREV	TLOCREV	TOTALEXP	TCURINST	TCURSSVC	TCURONON	TCAPOUT
California	2577	KING CITY UNION SCHOOL DISTRICT	2013	21958	2807	13042	6109	23678	14084	6825	840	385
California	1971	SOUTH MONTEREY COUNTY JOINT UNION HIGH SCHOOL DISTRICT	2013	18780	1351	9970	7459	18675	9739	6098	645	936
California	100	LAGUNITA ELEM SCH DIST	2013	758	35	546	177	767	412	281	0	26
California	123	MISSION UNION ELEM SCHOOL DIST	2013	1098	18	746	334	1121	753	353	0	0
California	10729	MONTEREY PENINSULA UNIF SCH DIST	2013	111520	17856	34681	58983	122302	56787	43355	5120	14016
California	4284	NORTH MONTEREY CO UNIFIED SCHOOL DISTRICT	2013	48293	6491	22831	18971	47937	22231	14975	2791	3344
California	77	BIG SUR UNIFIED SCHOOL DISTRICT	2013	1154	67	613	474	1167	664	466	10	16
California	2046	PACIFIC GROVE UNIFIED SCH DIST	2013	30094	734	4394	24966	32288	15353	10355	1958	2376
California	8807	SALINAS CITY ELEM SCH DIST	2013	76104	9365	45664	21075	79157	43003	21137	5002	2962
California	13879	SALINAS UNION HIGH SCHOOL DIST	2013	137414	12506	83216	41692	131476	68737	48431	5449	2320
California	161	SAN ANTONIO UNION ELEM SCH DIST	2013	2033	421	816	796	1933	903	839	89	47
California	101	SAN ARDO UNION ELEM SCH DIST	2013	1359	344	277	738	1425	746	511	81	11
California	74	SAN LUCAS UNION ELEM SCH DIST	2013	1185	301	454	430	1119	510	395	51	163
California	3136	SANTA RITA UNION ELEM SCH DIST	2013	25952	2564	15070	8318	24973	12669	7273	1428	489
California	4708	SOLEDAD UNIFIED SCHOOL DISTRICT	2013	45438	7963	28653	8822	45205	25882	13108	3052	778
California	987	SPRECKELS UNION SCH DIST	2013	7118	128	4058	2932	7157	4268	2440	50	0
California	954	WASHINGTON UNION ELEM SCH DIST	2013	8468	182	2006	6280	8340	4566	2350	338	232
California	0	MISSION TRAILS ROP JPA	2013	8447	0	8447	0	8447	0	0	0	0
California	2443	GONZALES UNIFIED SCHOOL DISTRICT	2013	23316	2832	11725	8759	22436	12096	7488	979	728
California	809	CALISTOGA JT UNI SCH DIST	2013	13303	733	1417	11153	19516	7272	4024	420	7193
California	105	HOWELL MT ELEM SCH DIST	2013	1861	117	146	1598	1786	918	664	96	51
California	18326	NAPA VALLEY UNIFIED SCHOOL DIST	2013	178078	15285	52184	110609	168598	90881	47840	9025	7631
California	53	POPE VALLEY UNION ELEM SCH DIST	2013	1145	48	127	970	1226	700	475	36	15
California	1295	ST HELENA UNIF SCH DIST	2013	27445	1090	2260	24095	32769	14214	8902	663	7663
California	140	CHICAGO PARK ELEM SCH DIST	2013	1672	40	889	743	1309	651	458	24	21
California	166	CLEAR CREEK ELEM SCH DIST	2013	1260	79	582	599	1211	698	462	35	0
California	1424	PLEASANT RIDGE UNION ELEM SCH	2013	11146	606	4415	6125	12029	7700	3606	306	165
California	1682	GRASS VALLEY ELEM SCHOOL DIST	2013	16887	2024	4043	10820	16879	9333	4948	2242	31
California	896	NEVADA CITY ELEM SCH DIST	2013	9758	470	2017	7271	7634	4190	2684	223	340
California	3300	NEVADA JT UNION HIGH SCHOOL DIST	2013	36097	1882	10699	23516	32440	17513	12981	872	469
California	477	PLEASANT VALLEY SCHOOL	2013	4293	279	1658	2356	4436	2087	1615	471	181
California	254	READY SPGS UNION ELEM SCH DIST	2013	3166	293	1087	1786	3075	1520	1051	312	119
California	662	UNION HILL ELEM SCH DIST	2013	5606	336	3651	1619	5580	3586	1483	355	102
California	0	NEVADA COUNTY SCHOOL BUS AGENCY	2013	11	0	0	11	10	0	10	0	0
California	97	TWIN RIDGES ELEM SCH DIST	2013	1531	204	388	939	1785	750	709	102	201
California	19126	ANAHEIM ELEM SCH DIST	2013	181226	17404	89211	74611	204960	93679	56812	5125	36349
California	32085	ANAHEIM UNION HIGH SCHOOL DIST	2013	319952	33647	201703	84602	320630	185195	90956	21131	5838
California	5972	BREA OLINDA UNIFIED SCHOOL DIST	2013	52141	2518	14411	35212	48238	26660	16391	2813	662
California	5349	BUENA PARK ELEM SCH DIST	2013	45414	5467	17776	22171	45021	27452	12558	3364	330
California	53785	CAPISTRANO UNIFIED SCH DIST	2013	413762	22301	113402	278059	384371	241189	115187	11208	4299
California	4501	CENTRALIA ELEM SCH DIST	2013	40073	4311	15734	20028	39429	22811	12080	2761	647
California	3879	CYPRESS ELEM SCH DIST	2013	37368	2327	11948	23093	41190	19810	9233	1411	8956
California	6344	FOUNTAIN VALLEY SCHOOL DIST	2013	60483	2299	13021	45163	49562	29700	14294	2498	2584
California	13830	FULLERTON ELEM SCH DIST	2013	117589	9350	51743	56496	112221	72181	31196	4148	1558
California	14608	FULLERTON JT UNION HIGH SCHOOL DIST	2013	138403	7457	56332	74614	144182	79130	45878	2939	3487
California	47599	GARDEN GROVE UNIF SCHOOL DIST	2013	506887	52738	325496	128653	475386	267920	129538	21657	46001
California	7056	HUNTINGTON BCH CITY ELEM SCHOOL DIST	2013	57475	2938	10752	43785	53735	34567	14301	1485	1300
California	16400	HUNTINGTON BEACH UHS DIST	2013	195733	16836	60585	118312	190414	85913	56321	8632	2188
California	3045	LAGUNA BEACH UNIF SCHOOL DIST	2013	49149	1211	3630	44308	43759	26042	14768	842	465
California	5251	LA HABRA CITY ELEM SCH DIST	2013	44349	5344	21803	17202	46206	26763	14509	2537	1303
California	9912	LOS ALAMITOS UNIF SCH DIST	2013	106997	15042	47659	44296	109994	51197	22144	3492	28815
California	6353	MAGNOLIA ELEM SCH DIST	2013	60251	6839	31740	21672	60634	32090	16652	5030	5815
California	9418	OCEAN VIEW ELEM SCH DIST	2013	79669	5694	30317	43658	81768	50209	24870	3876	2387
California	29854	ORANGE UNIFIED SCH DIST	2013	256209	20956	73397	161856	250552	147979	78386	7615	12013
California	25622	PLACENTIA-YORBA LINDA UNIFIED	2013	242202	18460	98652	125090	249575	131991	70624	6785	19061
California	2398	SAVANNA ELEM SCH DIST	2013	27049	2260	17389	7400	35346	14222	4209	1065	15122
California	23771	TUSTIN UNIFIED SCH DIST	2013	202767	15745	74921	112101	228991	109883	57383	8699	43419
California	9619	WESTMINSTER SCHOOL DISTRICT	2013	90052	10338	42763	36951	123134	54881	22547	9867	32692
California	0	NORTH ORANGE COUNTY ROP JPA	2013	23747	664	670	22413	20588	11359	9229	0	0
California	0	COASTLINE ROP JPA	2013	8905	0	7	8898	8879	4883	3799	0	197
California	0	CAPISTRANO-LAGUNA BEACH ROP JPA	2013	3349	20	8	3321	3167	1406	1761	0	0
California	0	GREATER ANAHEIM SELPA JPA	2013	2971	864	2099	8	3283	0	2286	0	157
California	57410	SANTA ANA UNI SCH DIST	2013	554940	85915	315946	153079	618649	314982	179214	27992	80017
California	22003	NEWPORT MESA UNIFIED SCH DIST	2013	283523	19127	40426	223970	276491	141601	87952	9928	29666
California	29072	IRVINE UNIFIED SCHOOL DIST	2013	265639	11824	55281	198534	270363	144363	81726	7322	19212
California	30355	SADDLEBACK VALLEY UNIFIED SCHOOL DIST	2013	276369	14966	93522	167881	260479	158682	64397	16930	7379
California	542	ACKERMAN ELEM SCH DIST	2013	4088	215	2506	1367	4197	2442	1407	141	207
California	92	ALTA DUTCH FLAT UNION ELEM SCH DIST	2013	918	75	423	420	941	571	362	0	6
California	2135	AUBURN UNION ELEM SCH DIST	2013	20814	2312	6482	12020	21017	11741	6112	975	16
California	614	COLFAX ELEM SCH DIST	2013	5295	400	3030	1865	4935	3021	1658	167	13
California	6888	DRY CREEK JT ELEM SCH DIST	2013	53690	1983	33144	18563	50506	31703	13847	10	726
California	3422	EUREKA UNION ELEM SCH DIST	2013	27992	848	11552	15592	25942	16430	8681	5	39
California	410	FORESTHILL UNION ELEM SCHOOL DIST	2013	3548	299	1555	1694	4083	1934	1354	131	480
California	9447	WESTERN PLACER UNIFIED SCHOOL DIST	2013	67548	3158	18811	45579	51820	31682	15224	1775	753
California	3219	LOOMIS UNION SCHOOL DISTRICT	2013	24353	810	12027	11516	23082	13766	7658	507	365
California	592	NEWCASTLE ELEM SCH DIST	2013	5973	89	3300	2584	5852	3097	1430	92	52
California	853	PLACER HILLS UNION ELEM SCH DIST	2013	7442	399	1921	5122	7933	4300	3032	227	15
California	4329	PLACER UNION HIGH SCHOOL DIST	2013	42650	1968	12581	28101	38611	19497	14987	1984	1082
California	12155	ROCKLIN UNIF SCHOOL DISTRICT	2013	106889	3923	50994	51972	99015	54515	28925	2686	681
California	9943	ROSEVILLE CITY ELEM SCHOOL DIST	2013	91265	5802	42015	43448	93957	45335	24161	4542	14501
California	10206	ROSEVILLE JT UNION HIGH SCH	2013	95227	3868	28791	62568	91458	46948	30305	3834	2800
California	3917	TAHOE TRUCKEE UNIFIED SCHOOL DISTRICT	2013	63294	2910	8518	51866	54935	28981	18521	1339	2041
California	0	MID-PLACER TRANSPORTATION JPA	2013	2316	0	1993	323	2561	58	2022	0	473
California	0	SOUTHERN PLACER SCHOOLS TRANSPORTATION AUTHORITY	2013	44	0	0	44	10	0	10	0	0
California	2125	PLUMAS UNIFIED SCH DIST	2013	25329	2747	4842	17740	23735	11031	10288	878	896
California	19634	ALVORD UNIF SCH DIST	2013	182562	18518	122640	41404	159776	96210	47791	7438	3300
California	4524	BANNING UNIFIED SCH DIST	2013	41710	5493	23747	12470	40664	20259	13951	2845	1455
California	8834	BEAUMONT UNIFIED SCH DIST	2013	75055	7130	45442	22483	84387	45201	22629	5052	8703
California	18720	COACHELLA VALLEY UNIF SCH DIST	2013	191419	30224	116269	44926	209834	112489	65552	12463	11515
California	53437	CORONA NORCO UNIFIED SCHOOL DISTRICT	2013	457589	31925	272309	153355	460326	260136	130110	16674	39010
California	15	DESERT CTR UNIF SCH DIST	2013	815	24	159	632	573	209	351	13	0
California	22137	LAKE ELSINORE UNIF SCHOOL DIST	2013	189239	18740	116408	54091	191999	113025	58687	12929	5329
California	21689	HEMET UNIFIED SCH DIST	2013	225359	24473	128509	72377	235075	130719	71716	9344	12819
California	29159	DESERT SANDS UNIFIED SCHOOL DIST	2013	307510	24877	118113	164520	326952	148388	85406	11507	58580
California	9955	MENIFEE UNION ELEM SCHOOL DIST	2013	78032	3795	54609	19628	74367	45396	23673	2311	781
California	22929	MURRIETA VALLEY UNIF SCH DIST	2013	197065	10800	107211	79054	183899	107157	54433	7879	6675
California	2345	NUVIEW UNION SCHOOL DISTRICT	2013	20437	1453	14068	4916	19060	10008	6653	2107	99
California	23581	PALM SPRINGS UNIFIED SCHOOL DISTRICT	2013	303245	25767	182438	95040	268468	121915	69322	11764	51050
California	3448	PALO VERDE UNIF SCH DIST	2013	32180	4968	14340	12872	29826	15287	11841	1431	494
California	5837	PERRIS ELEM SCH DIST	2013	54276	7725	39566	6985	52722	31864	15887	3397	870
California	10567	PERRIS UNION HIGH SCHOOL DIST	2013	100255	8363	50933	40959	112307	47006	32711	3196	26976
California	42560	RIVERSIDE UNIFIED SCHOOL DIST	2013	382543	42841	237972	101730	405139	227667	112956	22747	34200
California	3233	ROMOLAND ELEM SCH DIST	2013	49797	2878	36512	10407	47384	14472	7003	1617	19077
California	10041	SAN JACINTO UNIFIED SCH DIST	2013	78739	10565	51068	17106	81518	44458	25577	3960	4736
California	19832	VAL VERDE UNIFIED SCHOOL DISTRICT	2013	367095	69239	244114	53742	382283	102192	59583	8702	5718
California	30337	TEMECULA VALLEY UNIF SCHOOL DIST	2013	239603	12164	131284	96155	225044	144829	62604	7635	8524
California	19577	JURUPA UNIF SCHOOL DIST	2013	170688	18944	115467	36277	171397	104161	52468	8440	3654
California	34922	MORENO VALLEY UNIFIED SCH DIST	2013	307165	33743	226634	46788	288721	173840	89395	14797	2206
California	414	ARCOHE UNION ELEM SCH DIST	2013	3520	338	2094	1088	3402	2076	963	194	157
California	4791	CENTER UNIFIED SCH DIST	2013	41209	4260	26531	10418	39882	22485	13176	2375	328
California	62137	ELK GROVE UNIFIED SCHOOL DISTRICT	2013	549526	54840	389954	104732	555236	341025	160781	23998	13416
California	19117	FOLSOM-CORDOVA UNIF SCH DIST	2013	172884	10909	95477	66498	162418	91652	50214	7894	5052
California	3792	GALT JT UNION ELEM SCH DIST	2013	32363	3734	22252	6377	32043	20790	9268	1726	108
California	2306	GALT JT UNION HIGH SCHOOL DIST	2013	22077	2161	12388	7528	21924	11948	7560	1118	140
California	31420	TWIN RIVERS UNIFIED SCHOOL DISTRICT	2013	337321	48073	221686	67562	321786	169307	109428	19617	10524
California	12454	NATOMAS UNIFIED SCHOOL DIST	2013	112108	7411	66674	38023	108865	56763	32692	3719	8044
California	2119	ROBLA ELEM SCH DIST	2013	21156	3024	11169	6963	20484	11533	5721	1178	1092
California	47616	SACRAMENTO CITY UNIF SCH DIST	2013	488458	82038	301350	105070	473966	272619	150516	25694	8250
California	47752	SAN JUAN UNIF SCH DIST	2013	436242	45645	267790	122807	442274	241465	147943	17762	19155
California	306	ELVERTA JT ELEM SCH DIST	2013	2554	195	1510	849	2629	1362	1049	165	0
California	2323	RIVER DELTA UNIFIED SCHOOL DIST	2013	22183	2463	6504	13216	20937	11080	7525	989	615
California	28	BITTERWATER TULLY UNION SCH DIST	2013	320	0	286	34	316	234	81	1	0
California	30	CIENEGA UNION ELEM SCH DIST	2013	279	11	145	123	249	173	52	1	0
California	5623	HOLLISTER ELEM SCH DIST	2013	44818	5421	24499	14898	43145	26849	12974	1946	372
California	18	JEFFERSON ELEM SCH DIST	2013	190	19	96	75	223	130	52	0	41
California	6	PANOCHE ELEM SCH DIST	2013	156	1	45	110	196	96	98	2	0
California	3069	SAN BENITO JT UNION HIGH SCHOOL DIST	2013	26208	1804	9508	14896	25888	15122	9477	855	311
California	1170	AROMAS/SAN JUAN UNIFIED SCHOOL DISTRICT	2013	13642	2300	2771	8571	13404	7268	4532	489	357
California	251	SOUTHSIDE ELEM SCH DIST	2013	1705	87	950	668	1738	1190	471	77	0
California	133	TRES PINOS UNION ELEM SCH DIST	2013	953	20	523	410	964	675	289	0	0
California	12	WILLOW GROVE ELEM SCH DIST	2013	296	11	35	250	244	151	83	0	0
California	779	NORTH CO JOINT UNION SCH DIST	2013	6146	450	2607	3089	6010	3703	1483	255	435
California	9054	ADELANTO ELEM SCH DIST	2013	72942	8895	55133	8914	94518	38485	25160	4801	23561
California	6062	ALTA LOMA ELEM SCH DIST	2013	51171	3105	32790	15276	47255	29564	13081	2925	146
California	14701	APPLE VALLEY UNIF SCH DIST	2013	111365	12271	77801	21293	118503	65230	31854	6360	13074
California	5929	BARSTOW UNIFIED SCH DIST	2013	50561	6172	34678	9711	50713	28747	18864	2523	187
California	2606	BEAR VALLEY UNIF SCHOOL DIST	2013	28872	2430	8733	17709	22746	12115	8900	1053	547
California	4692	CENTRAL SCHOOL DIST	2013	40307	2802	24474	13031	38378	21467	10855	2820	2253
California	25020	CHAFFEY UNION HIGH SCHOOL DIST	2013	265315	16346	133884	115085	224768	128464	67575	10299	8975
California	30705	CHINO UNIFIED SCHOOL DISTRICT	2013	275472	20872	166751	87849	246073	139358	72201	10047	15737
California	23172	COLTON JOINT UNIFIED SCHOOL DISTRICT	2013	209669	23429	138859	47381	233578	118515	65588	9753	30794
California	2530	CUCAMONGA SCHOOL DIST	2013	41540	2696	4440	34404	34690	12923	6182	1013	12935
California	13163	ETIWANDA ELEM SCH DIST	2013	125288	19691	59435	46162	100573	62695	24037	5163	2444
California	40374	FONTANA UNIFIED SCH DIST	2013	377129	44671	276714	55744	376709	210071	121630	18604	3005
California	736	HELENDALE ELEM SCH DIST	2013	5928	311	4142	1475	9262	3222	2000	213	3689
California	23448	HESPERIA UNIF SCHOOL DISTRICT	2013	168724	19198	126995	22531	168378	96576	59048	8473	2347
California	2668	LUCERNE VALLEY UNIFIED SCH DT	2013	11483	1065	6369	4049	9377	4455	3190	438	264
California	8905	MORONGO UNIFIED SCH DIST	2013	94147	12312	68562	13273	96477	43391	28308	3777	19404
California	2733	MT VIEW ELEMENTARY SCH DIST	2013	23283	1236	13621	8426	19522	12223	5473	893	62
California	116	MT BALDY ELEM SCH DIST	2013	1164	59	896	209	1766	700	459	0	581
California	862	NEEDLES UNIF SCH DIST	2013	13047	1848	7314	3885	12480	5348	3558	496	2782
California	22735	ONTARIO MONTCLAIR SCHOOL DISTRICT	2013	212682	28246	145746	38690	214634	131465	60520	10284	9346
California	3594	ORO GRANDE ELEM SCH DIST	2013	12253	892	1361	10000	10718	1414	2285	624	4550
California	21379	REDLANDS UNIF SCH DIST	2013	194159	15806	121279	57074	181243	104809	57949	7481	3323
California	26596	RIALTO UNIFIED SCH DIST	2013	243738	26769	175006	41963	248353	126896	88433	12764	16722
California	4013	RIM WORLD UNIFIED SCH DIST	2013	46592	2828	25981	17783	38332	18449	12722	1432	4680
California	54102	SAN BERNARDINO CITY UNIF SCHOOL DIST	2013	558440	90300	413021	55119	646287	274992	190226	41760	130235
California	278	TRONA JOINT UNIFIED SCH.DIST	2013	7410	4355	2481	574	5115	2750	1836	289	202
California	11908	UPLAND UNIF SCHOOL DISTRICT	2013	103110	7721	64743	30646	101472	62290	26358	4991	4139
California	11813	VICTOR ELEM SCH DIST	2013	95934	10043	64292	21599	94964	53647	26018	4895	6310
California	14781	VICTOR VALLEY JT UNION HIGH SCHOOL DIST	2013	105255	9643	65507	30105	132994	49501	33003	4393	41606
California	9663	YUCAIPA JT UNIFIED SCHOOL DIST	2013	79733	7161	52583	19989	75532	43293	24932	3107	1698
California	0	COLTON-REDLANDS-YUCAIPA ROP JPA	2013	9148	745	1248	7155	8055	3233	4785	0	37
California	8071	SNOWLINE JOINT UNIF SCH DIST	2013	68586	6042	47016	15528	67624	37120	23606	2473	893
California	187	BAKER VALLEY UNIF SCH DIST	2013	3250	324	746	2180	2652	1137	1163	110	215
California	2395	SILVER VLY UNIFIED SCHOOL DIST	2013	29019	10860	14357	3802	32576	15525	13973	1271	1807
California	1863	ALPINE UNION ELEM SCH DIST	2013	16526	1194	8751	6581	15530	9743	4561	745	90
California	2087	BONSALL UNION ELEM SCH DIST	2013	18376	1576	8735	8065	17526	10433	5450	877	155
California	513	BORREGO SPRINGS UNIF SCH DIST	2013	7444	831	3076	3537	5802	3440	2011	332	18
California	16231	CAJON VALLEY UNION SCHOOL DISTRICT	2013	153027	16368	81227	55432	171432	90021	42878	7231	26007
California	763	CARDIFF ELEM SCH DIST	2013	9224	304	983	7937	8531	5214	2364	439	216
California	10956	CARLSBAD UNIF SCHOOL DISTRICT	2013	136516	4908	37203	94405	137689	51212	28656	2532	45165
California	28524	CHULA VISTA ELEM SCH DIST	2013	269881	23066	119627	127188	276982	146366	79193	12617	28597
California	3174	CORONADO UNIF SCH DIST	2013	36009	3383	12922	19704	33332	18870	11405	1421	836
California	2122	DEHESA ELEM SCH DIST	2013	9609	615	7029	1965	9048	5139	3159	134	57
California	4384	DEL MAR UNION ELEM SCH DIST	2013	49350	1094	4549	43707	49514	32098	12337	3197	607
California	5448	ENCINITAS UNION ELEM SCH DIST	2013	53750	2233	5848	45669	53423	32659	13516	1885	3091
California	19365	ESCONDIDO UNION ELEM SCH DIST	2013	169424	21648	83129	64647	156923	93594	49856	8127	1735
California	9196	ESCONDIDO UNION HIGH SCH.DIST	2013	90943	6922	34269	49752	123549	41392	30295	5461	40075
California	5554	FALLBROOK UNION ELEM SCH DIST	2013	58994	16052	21525	21417	56998	32063	19741	2729	1344
California	2760	FALLBROOK UNION HIGH SCHOOL DIST	2013	34082	5783	9393	18906	28066	15559	10461	1135	166
California	22965	GROSSMONT UNION HIGH SCHOOL DIST	2013	256080	19813	94180	142087	275573	106536	75003	19147	58661
California	1114	JAMUL-DULZURA UNION SCHOOL DIST	2013	10062	590	5367	4105	9643	5360	3568	306	97
California	2979	JULIAN UNION ELEM SCH DIST	2013	24232	1041	18665	4526	23725	14786	8094	227	435
California	178	JULIAN UNION HIGH SCHOOL DIST	2013	2906	72	536	2298	2777	1451	1108	3	57
California	5475	LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT	2013	49573	4606	28485	16482	51066	29348	12990	2469	5323
California	12070	LA MESA-SPRING VALLEY ELEM	2013	107293	10911	56185	40197	106159	60414	33501	9627	1486
California	3901	LEMON GROVE SCHOOL DISTRICT	2013	41569	4848	24820	11901	41230	21240	10077	2725	6490
California	2956	MOUNTAIN EMPIRE UNIF SCH DIST	2013	26691	2293	14983	9415	25837	14789	9269	693	438
California	5947	NATIONAL ELEM SCH DIST	2013	57185	9697	35111	12377	57817	36356	17107	3632	469
California	21215	OCEANSIDE UNIF SCH DIST	2013	207443	28871	103978	74594	211799	104957	61961	8466	28615
California	35196	POWAY UNIFIED SCHOOL DISTRICT	2013	358425	11977	119223	227225	359432	179651	96433	23108	37644
California	5868	RAMONA CITY UNIF SCH DIST	2013	50899	3376	23316	24207	49108	29004	17718	2128	92
California	670	RANCHO SANTA FE ELEM SCH DIST	2013	12314	78	768	11468	11786	6643	2813	0	632
California	19617	SAN MARCOS UNIFIED SCH DIST	2013	180399	13120	74867	92412	253832	96054	47154	11007	84301
California	130271	SAN DIEGO CITY UNIF SCH DIST	2013	1427717	164044	431908	831765	1438489	727756	441180	53732	161155
California	12365	SAN DIEGUITO UNION HIGH SCHOOL DIST	2013	116533	5390	11504	99639	119734	65280	40194	2890	7519
California	556	SAN PASQUAL UNION SCH DIST	2013	4781	242	2398	2141	4533	2630	1471	322	93
California	6418	SANTEE SCHOOL DISTRICT	2013	57171	4142	30133	22896	55279	31131	14580	4236	2519
California	5235	SAN YSIDRO ELEM SCH DIST	2013	53060	5366	19758	27936	53778	27548	14667	2239	5683
California	2989	SOLANA BEACH ELEM SCH DIST	2013	43409	991	4876	37542	55410	24267	10028	3345	16743
California	7773	SOUTH BAY UNION SCHOOL DISTRICT	2013	81874	8728	54350	18796	95213	46043	21852	3590	21978
California	3215	SPENCER VAL ELEM SCH DIST	2013	4095	503	1775	1817	2101	1549	514	20	18
California	40916	SWEETWATER UNION HIGH SCH DIST	2013	421164	29948	240683	150533	425442	204095	134458	23347	39816
California	369	VALLECITOS ELEM SCH DIST	2013	2547	237	1223	1087	2155	1363	649	111	15
California	25642	VISTA UNIFIED SCH DIST	2013	221233	21810	108243	91180	214019	121691	61950	12183	11946
California	284	WARNER UNIFIED SCHOOL DISTRICT	2013	3504	493	1507	1504	3334	1678	1399	159	44
California	4154	VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT	2013	40393	4699	15667	20027	39213	21545	14753	1590	1235
California	56970	SAN FRANCISCO UNIF SCH DIST	2013	752645	80673	198811	473161	737509	282971	259902	23277	70261
California	638	SAN FRANCISCO CITY/CNTY SPECIAL SCHOOLS	2013	132578	14139	59667	58772	131443	88428	43015	0	0
California	319	BANTA ELEM SCH DIST	2013	9095	826	1445	6824	18796	1465	883	160	15308
California	2815	ESCALON UNIFIED SCH DIST	2013	22816	1847	14102	6867	22791	13255	7541	893	295
California	7027	JEFFERSON ELEM SCH DIST	2013	74645	5310	40367	28968	54230	29496	14340	2589	3485
California	2360	LAMMERSVILLE JOINT UNIFIED SCHOOL DISTRICT	2013	127105	819	40012	86274	45596	9987	4948	582	29709
California	9132	LINCOLN UNIF SCH DIST	2013	77943	7328	48644	21971	84230	41797	20883	3066	13623
California	2321	LINDEN UNIFIED SCH DIST	2013	20291	1552	12319	6420	19230	10919	6654	877	146
California	30222	LODI UNIFIED SCH DIST	2013	263918	31232	176439	56247	266241	151914	78516	14081	12351
California	23235	MANTECA UNIF SCH DIST	2013	197534	17508	122382	57644	202059	103922	55129	9911	26529
California	216	NEW HOPE ELEM SCH DIST	2013	1879	143	1363	373	1831	1088	672	0	59
California	3117	NEW JERUSALEM ELEM SCH DIST	2013	12099	434	9934	1731	8020	1023	1913	525	2122
California	402	OAK VIEW ELEM SCH DIST	2013	3243	237	2387	619	3146	1783	936	152	173
California	3238	RIPON UNIFIED SCH DIST	2013	23997	1349	14814	7834	22196	12808	6903	1347	386
California	38435	STOCKTON CITY UNIFIED SCH DIST	2013	390195	64398	260338	65459	409731	212275	120549	18488	44401
California	17405	TRACY JOINT UNIFIED SCHOOL DISTRICT	2013	139696	10223	90427	39046	155183	81586	45345	5891	17700
California	4784	ATASCADERO UNIFIED SCHOOL DISTRICT	2013	40135	2927	9181	28027	51945	22387	14982	1310	11182
California	10566	LUCIA MAR UNIFIED SCHOOL DISTRICT	2013	91842	9179	26449	56214	95595	53338	26186	4077	5148
California	217	CAYUCOS ELEMENTARY SCHOOL DISTRICT	2013	3209	249	311	2649	2918	1645	808	110	26
California	126	PLEASANT VAL JT UNION SCH DIST	2013	978	66	295	617	1015	616	292	23	77
California	7535	SAN LUIS COASTAL UNIF SCH DIST	2013	78742	4288	8830	65624	83299	45277	32687	2818	1385
California	746	SAN MIGUEL JT UNION ELEM SCHOOL DIST	2013	6314	827	2711	2776	5837	3099	1800	347	161
California	308	SHANDON UNIF SCH DIST	2013	3437	206	1494	1737	3720	1983	1457	32	23
California	2360	TEMPLETON UNIFIED SCH	2013	17671	907	7330	9434	20159	10676	6779	523	1386
California	0	SANTA LUCIA ROP JPA	2013	2448	0	18	2430	2840	2833	7	0	0
California	762	COAST UNIFIED SCHOOL DISTRICT	2013	11695	545	1585	9565	11821	5718	4091	397	676
California	6601	PASO ROBLES JOINT UNIFIED SCHOOL DISTRICT	2013	59262	5338	18380	35544	59430	32546	18724	2630	3503
California	0	CENTRAL CALIFORNIA SCHOOL FINANCE AUTHORITY JPA	2013	260	0	0	260	260	0	4	0	0
California	389	BAYSHORE ELEM SCH DIST	2013	5403	217	2661	2525	3274	2065	892	41	0
California	3607	BELMONT-REDWOOD SHORES ELEMENTARY SCHOOL DIST	2013	39240	972	6511	31757	59164	20590	9702	169	24093
California	519	BRISBANE ELEMENTARY SCHOOL DISTRICT	2013	7702	155	557	6990	6529	3994	1938	87	1
California	3037	BURLINGAME ELEM SCH DIST	2013	54810	1017	28039	25754	41537	18194	6949	802	12378
California	3324	CABRILLO UNIFIED SCHOOL DISTRICT	2013	35232	1638	4376	29218	32754	17671	10580	941	2159
California	453	WOODSIDE ELEM SCHOOL DISTRICT	2013	10962	145	825	9992	10276	6091	2219	417	400
California	1523	HILLSBOROUGH CITY SCHOOL DIST	2013	23464	297	1447	21720	22881	14726	6322	189	509
California	2477	JEFFERSON ELEM SCH DIST	2013	18703	1068	12935	4700	22671	12127	5660	699	3719
California	4870	JEFFERSON UNION HIGH SCHOOL DISTRICT	2013	53710	2736	6969	44005	53739	25515	19105	2424	1248
California	3234	PACIFICA SCHOOL DISTRICT	2013	40305	1436	19739	19130	29199	16013	9122	1274	426
California	343	LA HONDA PESCADERO UNIFIED SCHOOL DISTRICT	2013	5836	1013	684	4139	5645	2874	1857	196	395
California	1419	LAS LOMITAS ELEMENTARY SCHOOL DISTRICT	2013	22606	305	1955	20346	21739	13598	7263	22	140
California	2799	MENLO PARK CY ELEMENTARY SCHOOL DISTRICT	2013	43844	733	5946	37165	47904	23964	10258	104	11195
California	2374	MILLBRAE ELEMENTARY SCHOOL DISTRICT	2013	31783	973	14556	16254	31543	11153	5888	722	10955
California	671	PORTOLA VAL ELEMENTARY SCHOOL DISTRICT	2013	13996	180	906	12910	13114	7081	4348	36	770
California	4077	RAVENSWOOD CITY ELEMENTARY SCHOOL DISTRICT	2013	57003	9226	26493	21284	42948	24366	14620	2675	171
California	9210	REDWOOD CITY ELEMENTARY SCHOOL DISTRICT	2013	134739	9438	67393	57908	96179	58254	28153	5398	2329
California	2686	SAN BRUNO PARK ELEMENTARY SCHOOL DISTRICT	2013	26179	1734	3270	21175	28721	13865	7685	757	487
